Tags,GO ID,GO Name,GO Category,Size,ES,NES,Nominal p-val,FDR q-val,FWER p-val,Rank at Max,Leading Edge
[],GO:0042749,regulation of circadian sleep/wake cycle,BIOLOGICAL_PROCESS,3,0.64627665,1.4301183,0.087890625,0.49084848,1,135,"tags=100%, list=36%, signal=154%"
[],GO:0001523,retinoid metabolic process,BIOLOGICAL_PROCESS,19,0.2843567,1.4297653,0.09320388,0.49063247,1,136,"tags=63%, list=36%, signal=94%"
[],GO:0051216,cartilage development,BIOLOGICAL_PROCESS,19,0.27353802,1.4291872,0.08661418,0.4908417,1,100,"tags=53%, list=26%, signal=68%"
[],GO:0033280,response to vitamin D,BIOLOGICAL_PROCESS,2,0.76657826,1.4289396,0.095338985,0.49035165,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0061440,kidney vasculature development,BIOLOGICAL_PROCESS,2,0.76657826,1.4279543,0.10750507,0.4914435,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0046673,negative regulation of compound eye retinal cell programmed cell death,BIOLOGICAL_PROCESS,3,0.6507092,1.4276142,0.06844106,0.49113005,1,7,"tags=67%, list=2%, signal=67%"
[],GO:0031396,regulation of protein ubiquitination,BIOLOGICAL_PROCESS,5,0.5171123,1.4260752,0.0989899,0.49331346,1,33,"tags=60%, list=9%, signal=65%"
[],GO:0032147,activation of protein kinase activity,BIOLOGICAL_PROCESS,16,0.29975894,1.4255891,0.09380863,0.49335358,1,56,"tags=44%, list=15%, signal=49%"
[],GO:0050923,regulation of negative chemotaxis,BIOLOGICAL_PROCESS,5,0.5187166,1.4246625,0.09815951,0.49437758,1,184,"tags=100%, list=49%, signal=192%"
[],GO:2000401,regulation of lymphocyte migration,BIOLOGICAL_PROCESS,2,0.76657826,1.424631,0.08595388,0.49340022,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0050954,sensory perception of mechanical stimulus,BIOLOGICAL_PROCESS,26,0.24220966,1.4245332,0.09780439,0.49256423,1,103,"tags=50%, list=27%, signal=64%"
[],GO:2000403,positive regulation of lymphocyte migration,BIOLOGICAL_PROCESS,2,0.76657826,1.4244125,0.10139165,0.49179924,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0051897,positive regulation of protein kinase B signaling,BIOLOGICAL_PROCESS,7,0.4350999,1.4232749,0.09486166,0.49328417,1,162,"tags=86%, list=43%, signal=147%"
[],GO:0046662,regulation of oviposition,BIOLOGICAL_PROCESS,18,0.28393352,1.4228315,0.092,0.49317986,1,86,"tags=50%, list=23%, signal=62%"
[],GO:0016074,snoRNA metabolic process,BIOLOGICAL_PROCESS,3,0.66755325,1.4226768,0.09053498,0.492516,1,127,"tags=100%, list=34%, signal=149%"
[],GO:0016059,deactivation of rhodopsin mediated signaling,BIOLOGICAL_PROCESS,5,0.5197861,1.4226283,0.09018036,0.49162814,1,32,"tags=60%, list=8%, signal=65%"
[],GO:0061217,regulation of mesonephros development,BIOLOGICAL_PROCESS,4,0.576,1.4226079,0.10982659,0.49068913,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0060840,artery development,BIOLOGICAL_PROCESS,7,0.43164366,1.4217633,0.10655738,0.49137944,1,55,"tags=57%, list=15%, signal=66%"
[],GO:0071280,cellular response to copper ion,BIOLOGICAL_PROCESS,2,0.7851459,1.4215348,0.119284295,0.49087816,1,82,"tags=100%, list=22%, signal=127%"
[],GO:0019236,response to pheromone,BIOLOGICAL_PROCESS,2,0.77718836,1.421412,0.116935484,0.49011484,1,85,"tags=100%, list=22%, signal=128%"
[],GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,BIOLOGICAL_PROCESS,2,0.76657826,1.4210327,0.10663984,0.4898985,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0045187,"regulation of circadian sleep/wake cycle, sleep",BIOLOGICAL_PROCESS,3,0.64627665,1.4210306,0.09325397,0.4889088,1,135,"tags=100%, list=36%, signal=154%"
[],GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,BIOLOGICAL_PROCESS,5,0.5090909,1.4206575,0.08979592,0.48865113,1,36,"tags=60%, list=9%, signal=65%"
[],GO:0046530,photoreceptor cell differentiation,BIOLOGICAL_PROCESS,12,0.34014535,1.4204127,0.10675381,0.48819694,1,190,"tags=83%, list=50%, signal=162%"
[],GO:0050663,cytokine secretion,BIOLOGICAL_PROCESS,20,0.26754877,1.4196951,0.095703125,0.48882118,1,263,"tags=95%, list=69%, signal=294%"
[],GO:0044275,cellular carbohydrate catabolic process,BIOLOGICAL_PROCESS,12,0.33855587,1.419659,0.12173913,0.48792118,1,159,"tags=75%, list=42%, signal=125%"
[],GO:0032609,interferon-gamma production,BIOLOGICAL_PROCESS,11,0.3505435,1.419134,0.10597303,0.48793706,1,249,"tags=100%, list=66%, signal=283%"
[],GO:0002283,neutrophil activation involved in immune response,BIOLOGICAL_PROCESS,19,0.2755848,1.4190722,0.112266116,0.48709893,1,199,"tags=79%, list=53%, signal=158%"
[],GO:0035821,modification of morphology or physiology of other organism,BIOLOGICAL_PROCESS,13,0.33396387,1.4182138,0.09815951,0.48789036,1,110,"tags=62%, list=29%, signal=84%"
[],GO:0048148,behavioral response to cocaine,BIOLOGICAL_PROCESS,6,0.46872208,1.4177687,0.09922179,0.4880044,1,140,"tags=83%, list=37%, signal=130%"
[],GO:0061437,renal system vasculature development,BIOLOGICAL_PROCESS,2,0.76657826,1.417639,0.11154599,0.4872445,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0046578,regulation of Ras protein signal transduction,BIOLOGICAL_PROCESS,10,0.37235773,1.4160589,0.108216435,0.48988986,1,89,"tags=60%, list=23%, signal=76%"
[],GO:0046850,regulation of bone remodeling,BIOLOGICAL_PROCESS,2,0.76657826,1.4159122,0.10973085,0.4892244,1,89,"tags=100%, list=23%, signal=130%"
[],GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,BIOLOGICAL_PROCESS,21,0.2611067,1.4155594,0.10687023,0.48902163,1,86,"tags=48%, list=23%, signal=58%"
[],GO:0061289,Wnt signaling pathway involved in kidney development,BIOLOGICAL_PROCESS,4,0.576,1.415521,0.106589146,0.4881213,1,162,"tags=100%, list=43%, signal=173%"
[],GO:2000278,regulation of DNA biosynthetic process,BIOLOGICAL_PROCESS,5,0.5085561,1.4148163,0.10728745,0.48870063,1,112,"tags=80%, list=30%, signal=112%"
[],GO:0006930,"substrate-dependent cell migration, cell extension",BIOLOGICAL_PROCESS,2,0.76657826,1.4144335,0.10224949,0.4885806,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0051153,regulation of striated muscle cell differentiation,BIOLOGICAL_PROCESS,7,0.43471587,1.4143711,0.09544469,0.48774573,1,108,"tags=71%, list=28%, signal=98%"
[],GO:0045924,regulation of female receptivity,BIOLOGICAL_PROCESS,16,0.28805095,1.4143447,0.108,0.48685244,1,155,"tags=69%, list=41%, signal=111%"
[],GO:0048016,inositol phosphate-mediated signaling,BIOLOGICAL_PROCESS,7,0.43740404,1.4136786,0.096114516,0.48745543,1,107,"tags=71%, list=28%, signal=98%"
[],GO:0007508,larval heart development,BIOLOGICAL_PROCESS,2,0.76657826,1.41366,0.11157025,0.48654115,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0007567,parturition,BIOLOGICAL_PROCESS,3,0.63563836,1.4130003,0.11585366,0.48693553,1,139,"tags=100%, list=37%, signal=157%"
[],GO:0072678,T cell migration,BIOLOGICAL_PROCESS,2,0.76657826,1.4126446,0.12323232,0.48667145,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0032799,low-density lipoprotein receptor particle metabolic process,BIOLOGICAL_PROCESS,2,0.76657826,1.41243,0.12701613,0.48615474,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0060346,bone trabecula formation,BIOLOGICAL_PROCESS,5,0.51122993,1.4123507,0.118367344,0.48537797,1,111,"tags=80%, list=29%, signal=112%"
[],GO:0048679,regulation of axon regeneration,BIOLOGICAL_PROCESS,10,0.3693767,1.4122825,0.08858268,0.4845777,1,128,"tags=70%, list=34%, signal=103%"
[],GO:1901985,positive regulation of protein acetylation,BIOLOGICAL_PROCESS,3,0.64627665,1.4120315,0.105788425,0.4842249,1,135,"tags=100%, list=36%, signal=154%"
[],GO:0042987,amyloid precursor protein catabolic process,BIOLOGICAL_PROCESS,5,0.5064171,1.410684,0.09677419,0.48621058,1,37,"tags=60%, list=10%, signal=66%"
[],GO:0050770,regulation of axonogenesis,BIOLOGICAL_PROCESS,15,0.31208792,1.409106,0.11133603,0.48866373,1,37,"tags=40%, list=10%, signal=43%"
[],GO:0043312,neutrophil degranulation,BIOLOGICAL_PROCESS,19,0.2755848,1.4086578,0.10483871,0.48867464,1,199,"tags=79%, list=53%, signal=158%"
[],GO:0001710,mesodermal cell fate commitment,BIOLOGICAL_PROCESS,3,0.6196809,1.4086546,0.092929296,0.48775998,1,145,"tags=100%, list=38%, signal=161%"
[],GO:0031103,axon regeneration,BIOLOGICAL_PROCESS,12,0.34014535,1.4072348,0.10677618,0.49001676,1,190,"tags=83%, list=50%, signal=162%"
[],GO:0060173,limb development,BIOLOGICAL_PROCESS,11,0.35227275,1.4061409,0.115530305,0.49144968,1,145,"tags=73%, list=38%, signal=114%"
[],GO:0051896,regulation of protein kinase B signaling,BIOLOGICAL_PROCESS,7,0.4350999,1.4057072,0.11561866,0.49148813,1,162,"tags=86%, list=43%, signal=147%"
[],GO:2000406,positive regulation of T cell migration,BIOLOGICAL_PROCESS,2,0.76657826,1.4055146,0.10784314,0.49092612,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0032652,regulation of interleukin-1 production,BIOLOGICAL_PROCESS,18,0.28393352,1.4028728,0.102970295,0.49551395,1,86,"tags=50%, list=23%, signal=62%"
[],GO:0006664,glycolipid metabolic process,BIOLOGICAL_PROCESS,8,0.41138816,1.4020946,0.1,0.49635968,1,178,"tags=88%, list=47%, signal=162%"
[],GO:0042048,olfactory behavior,BIOLOGICAL_PROCESS,4,0.54733336,1.4019039,0.08349901,0.49579427,1,78,"tags=75%, list=21%, signal=93%"
[],GO:0010869,regulation of receptor biosynthetic process,BIOLOGICAL_PROCESS,2,0.76657826,1.401648,0.113131315,0.49535885,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0070542,response to fatty acid,BIOLOGICAL_PROCESS,7,0.42895547,1.4016241,0.114285715,0.4945279,1,56,"tags=57%, list=15%, signal=66%"
[],GO:0042119,neutrophil activation,BIOLOGICAL_PROCESS,19,0.2755848,1.4014491,0.11302682,0.49395227,1,199,"tags=79%, list=53%, signal=158%"
[],GO:0010952,positive regulation of peptidase activity,BIOLOGICAL_PROCESS,12,0.32947323,1.4009577,0.11047619,0.49407163,1,36,"tags=42%, list=9%, signal=45%"
[],GO:0006469,negative regulation of protein kinase activity,BIOLOGICAL_PROCESS,5,0.5026738,1.4008126,0.10546875,0.49345684,1,190,"tags=100%, list=50%, signal=198%"
[],GO:0002225,positive regulation of antimicrobial peptide production,BIOLOGICAL_PROCESS,11,0.3505435,1.4004956,0.091451295,0.49320644,1,249,"tags=100%, list=66%, signal=283%"
[],GO:0022410,circadian sleep/wake cycle process,BIOLOGICAL_PROCESS,3,0.64627665,1.4004068,0.10569106,0.49253055,1,135,"tags=100%, list=36%, signal=154%"
[],GO:0044033,multi-organism metabolic process,BIOLOGICAL_PROCESS,7,0.4354839,1.400392,0.11546392,0.49163416,1,216,"tags=100%, list=57%, signal=228%"
[],GO:0035050,embryonic heart tube development,BIOLOGICAL_PROCESS,7,0.4350999,1.3992459,0.112474434,0.49296868,1,162,"tags=86%, list=43%, signal=147%"
[],GO:0007218,neuropeptide signaling pathway,BIOLOGICAL_PROCESS,18,0.27854726,1.3989888,0.11969112,0.49259323,1,109,"tags=56%, list=29%, signal=74%"
[],GO:0008592,regulation of Toll signaling pathway,BIOLOGICAL_PROCESS,11,0.34683797,1.3969226,0.119544595,0.4958701,1,147,"tags=73%, list=39%, signal=115%"
[],GO:0002429,immune response-activating cell surface receptor signaling pathway,BIOLOGICAL_PROCESS,17,0.28956774,1.3968093,0.115686275,0.49515262,1,184,"tags=76%, list=49%, signal=142%"
[],GO:0032640,tumor necrosis factor production,BIOLOGICAL_PROCESS,21,0.2611067,1.39656,0.098712444,0.49475586,1,86,"tags=48%, list=23%, signal=58%"
[],GO:0120163,negative regulation of cold-induced thermogenesis,BIOLOGICAL_PROCESS,8,0.39521563,1.3960286,0.10650887,0.49497342,1,184,"tags=88%, list=49%, signal=166%"
[],GO:0070570,regulation of neuron projection regeneration,BIOLOGICAL_PROCESS,10,0.3693767,1.3951104,0.09815951,0.4960231,1,128,"tags=70%, list=34%, signal=103%"
[],GO:0001754,eye photoreceptor cell differentiation,BIOLOGICAL_PROCESS,12,0.34014535,1.3940343,0.12648222,0.4973628,1,190,"tags=83%, list=50%, signal=162%"
[],GO:0010453,regulation of cell fate commitment,BIOLOGICAL_PROCESS,3,0.6196809,1.3939955,0.09185804,0.4965406,1,145,"tags=100%, list=38%, signal=161%"
[],GO:0090073,positive regulation of protein homodimerization activity,BIOLOGICAL_PROCESS,9,0.38558558,1.3933342,0.101052634,0.49708503,1,109,"tags=67%, list=29%, signal=91%"
[],GO:0032941,secretion by tissue,BIOLOGICAL_PROCESS,7,0.42473122,1.3933002,0.114107884,0.4962495,1,220,"tags=100%, list=58%, signal=234%"
[],GO:0071706,tumor necrosis factor superfamily cytokine production,BIOLOGICAL_PROCESS,21,0.2611067,1.3929409,0.11067961,0.4961147,1,86,"tags=48%, list=23%, signal=58%"
[],GO:0002367,cytokine production involved in immune response,BIOLOGICAL_PROCESS,11,0.3574605,1.3929079,0.1284585,0.49533024,1,212,"tags=91%, list=56%, signal=200%"
[],GO:0010884,positive regulation of lipid storage,BIOLOGICAL_PROCESS,4,0.5553333,1.3923249,0.09465021,0.49567065,1,75,"tags=75%, list=20%, signal=93%"
[],GO:0034767,positive regulation of ion transmembrane transport,BIOLOGICAL_PROCESS,17,0.2796555,1.3788284,0.11924686,0.49999517,1,143,"tags=65%, list=38%, signal=99%"
[],GO:0032651,regulation of interleukin-1 beta production,BIOLOGICAL_PROCESS,18,0.28393352,1.3787398,0.1254902,0.49934998,1,86,"tags=50%, list=23%, signal=62%"
[],GO:0043278,response to morphine,BIOLOGICAL_PROCESS,7,0.42473122,1.3785045,0.11553785,0.4989498,1,220,"tags=100%, list=58%, signal=234%"
[],GO:0010464,regulation of mesenchymal cell proliferation,BIOLOGICAL_PROCESS,3,0.6196809,1.3781209,0.11134021,0.49892613,1,145,"tags=100%, list=38%, signal=161%"
[],GO:0043949,regulation of cAMP-mediated signaling,BIOLOGICAL_PROCESS,9,0.37507507,1.3780438,0.114989735,0.49819386,1,155,"tags=78%, list=41%, signal=128%"
[],GO:0060359,response to ammonium ion,BIOLOGICAL_PROCESS,16,0.28805095,1.3768185,0.11405295,0.49997756,1,155,"tags=69%, list=41%, signal=111%"
[],GO:0050707,regulation of cytokine secretion,BIOLOGICAL_PROCESS,19,0.26403508,1.3758161,0.09811321,0.4996545,1,263,"tags=95%, list=69%, signal=294%"
[],GO:0007501,mesodermal cell fate specification,BIOLOGICAL_PROCESS,3,0.6196809,1.3753452,0.124,0.49986598,1,145,"tags=100%, list=38%, signal=161%"
[],GO:0097242,amyloid-beta clearance,BIOLOGICAL_PROCESS,4,0.54733336,1.3746245,0.12195122,0.49959823,1,78,"tags=75%, list=21%, signal=93%"
