"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"4647","LOC105671929","gene6390","ADP-ribosylation factor-like protein 13B",2125
"12066","LOC105679347","gene1454","DNA-directed RNA polymerase III subunit RPC7-like",2761
"11136","LOC105678417","gene12400","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",2084.2
"1191","LOC105668473","gene3061","rab-like protein 3",1222
"1113","LOC105668395","gene3062","general transcription factor IIE subunit 1",1859
"1114","LOC105668396","gene3064","akirin-2",2162
"1153","LOC105668435","gene3066","uncharacterized LOC105668435",4201
"1154","LOC105668436","gene3067","zinc finger CCHC domain-containing protein 10-like",668
"8182","LOC105675463","gene9677","uncharacterized LOC105675463",2052
"12175","LOC105679456","gene1517","succinate dehydrogenase assembly factor 3, mitochondrial-like",1181.85714285714
"12172","LOC105679453","gene1511","glutaminyl-peptide cyclotransferase-like",1728
"1601","LOC105668883","gene3604","THAP domain-containing protein 5-like",779
"1609","LOC105668891","gene3605","D-tyrosyl-tRNA(Tyr) deacylase 1-like",1585.8
"1612","LOC105668894","gene3606","dnaJ homolog subfamily C member 17",1353
"1586","LOC105668868","gene3601","lysosomal Pro-X carboxypeptidase",2294
"1602","LOC105668884","gene3603","THAP domain-containing protein 4-like",3348
"1613","LOC105668895","gene3608","39S ribosomal protein L17, mitochondrial",678
"1606","LOC105668888","gene3609","mitochondrial import receptor subunit TOM22 homolog",1270
"961","LOC105668243","gene3164","Golgi SNAP receptor complex member 2",871
"6539","LOC105673821","gene8106","vascular endothelial growth factor A-like",1585
"6540","LOC105673822","gene8105","dyslexia susceptibility 1 candidate gene 1 protein homolog",4318.66666666667
"5599","LOC105672881","gene7230","uncharacterized LOC105672881",412
"7169","LOC105674451","gene8787","protein rolling stone-like",2772.4
"3690","LOC105670972","gene5527","RUS1 family protein homolog",1046
"3671","LOC105670953","gene5523","ER membrane protein complex subunit 8/9 homolog",825
"3669","LOC105670951","gene5521","PITH domain-containing protein CG6153",874
"3670","LOC105670952","gene5520","selT-like protein",800
"789","LOC105668071","gene2892","dolichyldiphosphatase 1-like",1571
"794","LOC105668076","gene2896","serine palmitoyltransferase 1",1682
"3691","LOC105670973","gene5528","protein l(2)37Cc",1105
"5305","LOC105672587","gene6956","protein PTCD3 homolog, mitochondrial",2291
"5306","LOC105672588","gene6955","uncharacterized LOC105672588",2008
"5338","LOC105672620","gene6953","chromosomal protein D1",1359
"5363","LOC105672645","gene6950","ras-related protein Rab-24",1356
"5901","LOC105673183","gene7608","zinc finger HIT domain-containing protein 3",605.5
"7324","LOC105674606","gene8659","ejaculatory bulb-specific protein 3",560
"10367","LOC105677648","gene11600","60S ribosomal protein L7",869
"10371","LOC105677652","gene11602","uncharacterized LOC105677652",812
"10368","LOC105677649","gene11604","eukaryotic translation initiation factor 4E type 2",1162.33333333333
"9512","LOC105676793","gene10823","mRNA cap guanine-N7 methyltransferase",2377
"9450","LOC105676731","gene10809","uncharacterized LOC105676731",1383
"9539","LOC105676820","gene10822","protein stand still-like",2256.5
"8989","LOC105676270","gene10532","cilia- and flagella-associated protein 20",1035.5
"9546","LOC105676827","gene10827","dehydrogenase/reductase SDR family member 7",1571.75
"9547","LOC105676828","gene10826","28S ribosomal protein S2, mitochondrial",1061
"11902","LOC105679183","gene1350","uncharacterized LOC105679183",1784
"11871","LOC105679152","gene1351","uncharacterized LOC105679152",2702
"10275","LOC105677556","gene11502","uncharacterized LOC105677556",937
"10125","LOC105677406","gene11466","uncharacterized LOC105677406",1596
"10116","LOC105677397","gene11462","UDP-xylose and UDP-N-acetylglucosamine transporter-like",1179
"9386","LOC105676667","gene10732","uncharacterized LOC105676667",1252
"6682","LOC105673964","gene851","orcokinin peptides type A-like",1960
"6656","LOC105673938","gene853","cyclin-dependent-like kinase 5",1434
"6664","LOC105673946","gene852","uncharacterized LOC105673946",882
"7087","LOC105674369","gene8830","DNA-directed RNA polymerase I subunit RPA12",626
"1843","LOC105669125","gene3851","exocyst complex component 4",588
"8484","LOC105675765","gene9832","sorting nexin-17",3412
"8013","LOC105675294","gene9529","uncharacterized protein CG1161",1766
"7698","LOC105674979","gene9180","mediator of RNA polymerase II transcription subunit 9",490
"10567","LOC105677848","gene11801","probable DNA-directed RNA polymerases I and III subunit RPAC2",489
"12568","LOC105679849","gene1721","putative FERM domain-containing protein FRMD8P1",1667.66666666667
"12567","LOC105679848","gene1722","dynein regulatory complex subunit 7",3462
"12339","LOC105679620","gene1726","uncharacterized LOC105679620",1035
"8309","LOC105675590","gene9747","putative RNA polymerase II subunit B1 CTD phosphatase RPAP2",2237
"7838","LOC105675119","gene9348","probable 39S ribosomal protein L49, mitochondrial",929
"9260","LOC105676541","gene10440","PRKC apoptosis WT1 regulator protein-like",3392.16666666667
"12771","LOC105680052","gene2071","FAD synthase-like",1614.66666666667
"12778","LOC105680059","gene2076","zinc finger BED domain-containing protein 1-like",2413
"1427","LOC105668709","gene3478","26S proteasome non-ATPase regulatory subunit 9",859
"3943","LOC105671225","gene5864","chloride intracellular channel exc-4",2292
"3879","LOC105671161","gene5731","L-xylulose reductase-like",786
"4194","LOC105671476","gene5736","protein artemis",1919.5
"3878","LOC105671160","gene5734","twinkle protein, mitochondrial",2071
"3916","LOC105671198","gene5735","uncharacterized LOC105671198",752
"5960","LOC105673242","gene7597","G patch domain and KOW motifs-containing protein",1434
"9220","LOC105676501","gene10527","palmitoyltransferase ERF2-like",1830
"6288","LOC105673570","gene7937","39S ribosomal protein L38, mitochondrial",1626.66666666667
"9425","LOC105676706","gene10754","ribosome biogenesis protein BRX1 homolog",1189
"6268","LOC105673550","gene830","uncharacterized LOC105673550",955.5
"1008","LOC105668290","gene3293","myotubularin-related protein 6",2557
"1009","LOC105668291","gene3292","calnexin",3077.4
"1012","LOC105668294","gene3291","glutamate--cysteine ligase regulatory subunit",1235
"8572","LOC105675853","gene9984","coiled-coil domain-containing protein 47",2001
"2045","LOC105669327","gene4020","homeobox protein OTX2",4078
"2027","LOC105669309","gene4025","p53 and DNA damage-regulated protein 1-like",1310
"2026","LOC105669308","gene4027","calcium and integrin-binding family member 3-like",774
"2024","LOC105669306","gene4026","decapping and exoribonuclease protein",1284
"2030","LOC105669312","gene4028","uncharacterized LOC105669312",359
"11275","LOC105678556","gene1290","enkurin",922
"2138","LOC105669420","gene4128","DNA mismatch repair protein Mlh3-like",1288
"2155","LOC105669437","gene4129","uncharacterized LOC105669437",1753
"2147","LOC105669429","gene4124","uncharacterized LOC105669429",1624.5
"7740","LOC105675021","gene9237","baculoviral IAP repeat-containing protein 3-like",2670
"1508","LOC105668790","gene3536","nitrogen permease regulator 3-like protein",2090
"10581","LOC105677862","gene11815","uncharacterized LOC105677862",812
"10583","LOC105677864","gene11814","uncharacterized LOC105677864",339
"10584","LOC105677865","gene11810","U6 snRNA-associated Sm-like protein LSm4",545
"10587","LOC105677868","gene11813","WW domain-binding protein 2",1422.5
"10585","LOC105677866","gene11812","uncharacterized LOC105677866",3254
"8569","LOC105675850","gene9998","uncharacterized LOC105675850",793
"8593","LOC105675874","gene9993","inositol monophosphatase 1-like",1690
"2919","LOC105670201","gene4827","surfeit locus protein 6 homolog",1468
"4940","LOC105672222","gene6742","SUMO-activating enzyme subunit 1",1248
"2915","LOC105670197","gene4826","uncharacterized LOC105670197",2045
"3418","LOC105670700","gene5291","uncharacterized LOC105670700",1367
"3416","LOC105670698","gene5290","splicing factor 3B subunit 6-like protein",670
"1172","LOC105668454","gene339","exosome complex component RRP45",1393
"6326","LOC105673608","gene7833","lysocardiolipin acyltransferase 1-like",3119.5
"6799","LOC105674081","gene8357","vacuolar protein sorting-associated protein 72 homolog",1502
"6341","LOC105673623","gene7835","charged multivesicular body protein 2a",918.666666666667
"1714","LOC105668996","gene3716","hexaprenyldihydroxybenzoate methyltransferase, mitochondrial-like",1224
"5945","LOC105673227","gene7477","DTW domain-containing protein 2",1214
"6817","LOC105674099","gene8365","protein TSSC4",1236.5
"6820","LOC105674102","gene8362","nucleolar protein 12",1023
"6819","LOC105674101","gene8363","endonuclease III-like protein 1",1318
"424","LOC105667706","gene2622","28S ribosomal protein S9, mitochondrial",723
"6753","LOC105674035","gene8361","small nuclear ribonucleoprotein Sm D3",892
"11613","LOC105678894","gene12643","zinc transporter 7",3337
"11588","LOC105678869","gene12642","40S ribosomal protein S25",489.5
"10984","LOC105678265","gene12193","bleomycin hydrolase",2261
"10986","LOC105678267","gene12195","uncharacterized LOC105678267",2593
"10985","LOC105678266","gene12194","uncharacterized protein F58A4.6",929.5
"6382","LOC105673664","gene7972","uncharacterized LOC105673664",927
"11204","LOC105678485","gene12461","60S ribosomal protein L18",712
"11239","LOC105678520","gene12392","vacuolar protein sorting-associated protein 37A",2239
"11203","LOC105678484","gene12463","DNA replication complex GINS protein PSF1-like",950
"1588","LOC105668870","gene3598","uncharacterized LOC105668870",868
"949","LOC105668231","gene3048","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1",2397
"1573","LOC105668855","gene3622","E3 ubiquitin-protein ligase TRAIP-like",1755
"1616","LOC105668898","gene3621","structural maintenance of chromosomes protein 1-like",2257
"7914","LOC105675195","gene9332","O-acetyl-ADP-ribose deacetylase MACROD2-like",1134
"8253","LOC105675534","gene89","probable ATP-dependent RNA helicase DDX55 homolog",2131.33333333333
"8418","LOC105675699","gene88","THAP domain-containing protein 1-like",1249
"6902","LOC105674184","gene85","RING-box protein 1A",705
"6759","LOC105674041","gene84","uncharacterized LOC105674041",1422.33333333333
"7846","LOC105675127","gene9335","serine palmitoyltransferase small subunit B",1098
"3659","LOC105670941","gene5509","MATH and LRR domain-containing protein PFE0570w-like",5269
"3666","LOC105670948","gene5508","putative RNA exonuclease NEF-sp",3790
"775","LOC105668057","gene2876","uncharacterized LOC105668057",1618
"12671","LOC105679952","gene1995","uncharacterized LOC105679952",1283
"12685","LOC105679966","gene1998","ADP-ribosylation factor-like protein 16",2079
"5285","LOC105672567","gene6975","uncharacterized LOC105672567",277
"9044","LOC105676325","gene10608","drebrin-like protein",2553
"5820","LOC105673102","gene7626","nuclear nucleic acid-binding protein C1D",777
"5775","LOC105673057","gene7622","E3 SUMO-protein ligase NSE2-like",893
"5880","LOC105673162","gene7623","major centromere autoantigen B-like",1043
"5769","LOC105673051","gene7621","kynurenine--oxoglutarate transaminase 3",1852.5
"5823","LOC105673105","gene7628","F-actin-capping protein subunit beta",2947
"10450","LOC105677731","gene11669","venom acid phosphatase Acph-1-like",1368.2
"10447","LOC105677728","gene11663","mitochondrial import inner membrane translocase subunit Tim13",1780
"10499","LOC105677780","gene11661","protein-lysine N-methyltransferase N6amt2",908.25
"5523","LOC105672805","gene767","obg-like ATPase 1",1820.75
"9037","LOC105676318","gene10535","probable Na( )/H( ) antiporter nhx-9",7723.8
"8884","LOC105676165","gene10287","glucosamine-6-phosphate isomerase",1279
"8786","LOC105676067","gene10282","paired box protein Pax-6-like",2875
"5249","LOC105672531","gene7056","UPF0704 protein C6orf165 homolog",2814
"12010","LOC105679291","gene1372","uncharacterized LOC105679291",521
"6215","LOC105673497","gene832","2',5'-phosphodiesterase 12",2515.5
"5713","LOC105672995","gene783","ejaculatory bulb-specific protein 3-like",669
"5694","LOC105672976","gene782","metallophosphoesterase domain-containing protein 1",1566
"6158","LOC105673440","gene838","transcription elongation factor S-II-like",2377
"8077","LOC105675358","gene9508","protein Skeletor, isoforms B/C",7219
"8080","LOC105675361","gene9507","DNA mismatch repair protein Mlh1",2533.5
"8083","LOC105675364","gene9506","grpE protein homolog 1, mitochondrial",912
"1860","LOC105669142","gene3837","peptidyl-tRNA hydrolase ICT1, mitochondrial",808
"1850","LOC105669132","gene3835","serine-threonine kinase receptor-associated protein",2636
"12361","LOC105679642","gene163","cytochrome b5 reductase 4",3315.33333333333
"9033","LOC105676314","gene10410","AP-3 complex subunit sigma-1",1262.5
"1357","LOC105668639","gene3393","probable phospholipid hydroperoxide glutathione peroxidase",1445
"9032","LOC105676313","gene10411","GATA zinc finger domain-containing protein 1",1554
"12372","LOC105679653","gene1742","adenosine monophosphate-protein transferase FICD homolog",1837
"8313","LOC105675594","gene9768","39S ribosomal protein L12, mitochondrial",793
"10698","LOC105677979","gene11940","AP-1 complex subunit mu-1",2157
"10729","LOC105678010","gene11947","pre-mRNA-splicing factor ISY1 homolog",2211
"334","LOC105667616","gene2500","PRKR-interacting protein 1 homolog",1072
"330","LOC105667612","gene2504","uncharacterized LOC105667612",2107
"12761","LOC105680042","gene2056","chromatin accessibility complex protein 1-like",1253
"12760","LOC105680041","gene2055","protein unc-50 homolog",1273
"12746","LOC105680027","gene2052","uncharacterized LOC105680027",2522
"4318","LOC105671600","gene6212","dihydroorotate dehydrogenase (quinone), mitochondrial",1927
"4455","LOC105671737","gene6215","trafficking protein particle complex subunit 1",708
"4457","LOC105671739","gene6216","uncharacterized LOC105671739",831
"4173","LOC105671455","gene5889","vacuolar protein sorting-associated protein VTA1 homolog",1343
"10920","LOC105678201","gene12077","leucine-rich repeat-containing protein 51-like",1161.5
"1190","LOC105668472","gene3059","deoxyribose-phosphate aldolase",1620
"2661","LOC105669943","gene4591","uncharacterized LOC105669943",1067
"2654","LOC105669936","gene4590","bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66",2107
"2065","LOC105669347","gene4043","translation machinery-associated protein 7 homolog",787.666666666667
"1248","LOC105668530","gene3322","CDK-activating kinase assembly factor MAT1",1529
"5289","LOC105672571","gene7023","cell death specification protein 2",1897.6
"12748","LOC105680029","gene2057","transmembrane protein 199",941
"9301","LOC105676582","gene10446","uncharacterized LOC105676582",1396.5
"8066","LOC105675347","gene9597","glomulin",2315
"10032","LOC105677313","gene11348","40S ribosomal protein S16",555
"10617","LOC105677898","gene11839","peroxisomal membrane protein 11B",1108
"10618","LOC105677899","gene11838","ADP-ribosylation factor-like protein 6-interacting protein 1",980
"10616","LOC105677897","gene11837","ubiquitin-conjugating enzyme E2 S",932.5
"3445","LOC105670727","gene5319","heterogeneous nuclear ribonucleoprotein H2",2464.25
"3443","LOC105670725","gene5310","CAAX prenyl protease 2",2205
"3457","LOC105670739","gene5316","28S ribosomal protein S23, mitochondrial",613.5
"7014","LOC105674296","gene8596","uncharacterized LOC105674296",3348
"3422","LOC105670704","gene5273","short-chain dehydrogenase/reductase family 16C member 6-like",1080
"931","LOC105668213","gene318","uncharacterized LOC105668213",552
"12576","LOC105679857","gene1826","class A basic helix-loop-helix protein 15-like",1867
"1232","LOC105668514","gene348","uncharacterized LOC105668514",527
"9569","LOC105676850","gene10892","queuine tRNA-ribosyltransferase subunit QTRTD1 homolog",1599
"12574","LOC105679855","gene1825","diphthamide biosynthesis protein 1",1604
"3264","LOC105670546","gene5126","derlin-2",2685
"8293","LOC105675574","gene9445","solute carrier family 35 member F6",2184
"7555","LOC105674836","gene9110","uncharacterized LOC105674836",967
"11549","LOC105678830","gene12667","palmitoyltransferase ZDHHC6-like",1382
"11550","LOC105678831","gene12668","uncharacterized LOC105678831",3092
"8292","LOC105675573","gene9443","uncharacterized LOC105675573",1729
"6531","LOC105673813","gene8076","small conductance calcium-activated potassium channel protein",4757
"946","LOC105668228","gene3024","signal recognition particle 19 kDa protein",814
"943","LOC105668225","gene3023","uncharacterized LOC105668225",1263
"6022","LOC105673304","gene7713","putative odorant receptor 85d",1755
"12208","LOC105679489","gene1559","uncharacterized LOC105679489",13520
"12205","LOC105679486","gene1550","acyl-CoA Delta(11) desaturase-like",1445.33333333333
"12219","LOC105679500","gene1555","protein fuzzy homolog",1489
"12","LOC105667294","gene2196","pre-rRNA-processing protein TSR1 homolog",2648
"2711","LOC105669993","gene4691","coiled-coil domain-containing protein 43",1551
"2722","LOC105670004","gene4696","E3 ubiquitin-protein ligase TRAIP-like",2700
"2780","LOC105670062","gene4695","zinc finger protein 277",1514
"2727","LOC105670009","gene4698","uncharacterized LOC105670009",238
"1401","LOC105668683","gene3555","uncharacterized LOC105668683",1426
"6524","LOC105673806","gene8079","uncharacterized LOC105673806",2423.5
"11835","LOC105679116","gene12911","ragulator complex protein LAMTOR1",1063
"11839","LOC105679120","gene12914","non-structural maintenance of chromosomes element 1 homolog",1010
"11126","LOC105678407","gene12445","transmembrane protein 185A",2479
"5535","LOC105672817","gene7257","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2",2094
"5443","LOC105672725","gene7137","solute carrier family 35 member C2",2735.5
"3933","LOC105671215","gene6026","uncharacterized LOC105671215",550
"9168","LOC105676449","gene10661","zinc finger protein 511",1300
"9169","LOC105676450","gene10663","40S ribosomal protein S12, mitochondrial",859
"751","LOC105668033","gene2857","transmembrane protease serine 9-like",987
"755","LOC105668037","gene2852","uncharacterized LOC105668037",637
"744","LOC105668026","gene2858","trypsin-1-like",887
"756","LOC105668038","gene2859","trans-Golgi network integral membrane protein 1-like",2472
"6003","LOC105673285","gene7640","uncharacterized LOC105673285",1974
"6004","LOC105673286","gene7641","putative nuclease HARBI1",1362
"10467","LOC105677748","gene11642","uncharacterized LOC105677748",378
"10479","LOC105677760","gene11648","26S proteasome complex subunit DSS1",557
"7063","LOC105674345","gene8754","longitudinals lacking protein, isoforms A/B/D/L-like",460
"11477","LOC105678758","gene1314","probable small nuclear ribonucleoprotein Sm D1",1037
"11466","LOC105678747","gene1317","uncharacterized LOC105678747",1684
"11488","LOC105678769","gene1319","meckelin",3259
"6608","LOC105673890","gene819","COMM domain-containing protein 5-like",896
"5569","LOC105672851","gene768","uronyl 2-sulfotransferase-like",1724
"6640","LOC105673922","gene815","iron-sulfur cluster assembly enzyme ISCU, mitochondrial",876
"6036","LOC105673318","gene812","mediator of RNA polymerase II transcription subunit 22",585
"11376","LOC105678657","gene12587","nucleolar protein 8-like",1347
"1828","LOC105669110","gene3810","sodium channel and clathrin linker 1-like",2312
"1820","LOC105669102","gene3813","dehydrogenase/reductase SDR family member on chromosome X-like",2147.5
"2943","LOC105670225","gene4863","uncharacterized LOC105670225",1406
"9429","LOC105676710","gene105","odorant receptor 49b-like",2067
"12367","LOC105679648","gene1765","uncharacterized LOC105679648",1735
"12370","LOC105679651","gene1764","huntingtin-interacting protein K",577
"12353","LOC105679634","gene1761","RNA-binding protein 7",792
"12584","LOC105679865","gene1760","glucose dehydrogenase [FAD, quinone]-like",2225
"12354","LOC105679635","gene1762","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein",753.75
"12366","LOC105679647","gene1769","uncharacterized LOC105679647",1434.5
"8369","LOC105675650","gene9785","inner centromere protein A-like",3433
"8363","LOC105675644","gene9784","protein FAM98B-like",604
"9439","LOC105676720","gene10778","uncharacterized LOC105676720",565
"9396","LOC105676677","gene10773","transcription elongation factor 1 homolog",472
"1402","LOC105668684","gene3558","phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1",1947.85714285714
"685","LOC105667967","gene2798","TATA-box-binding protein",1569.5
"374","LOC105667656","gene2524","uncharacterized LOC105667656",1685
"375","LOC105667657","gene2525","39S ribosomal protein L32, mitochondrial",790
"8585","LOC105675866","gene10001","uncharacterized LOC105675866",1495
"12675","LOC105679956","gene2039","DNA-directed RNA polymerase II subunit RPB11-like",833
"390","LOC105667672","gene2529","UPF0430 protein CG31712-like",2101
"4323","LOC105671605","gene6238","cysteine-rich with EGF-like domain protein 2",1414
"7062","LOC105674344","gene8752","zinc finger protein 558-like",1571.5
"10862","LOC105678143","gene12052","putative GTP-binding protein 6",2122.5
"2038","LOC105669320","gene436","decapping and exoribonuclease protein-like",611
"10829","LOC105678110","gene12057","prostaglandin E synthase-like",675
"8449","LOC105675730","gene9905","probable 28S ribosomal protein S26, mitochondrial",965
"2095","LOC105669377","gene4064","protein Dr1",733
"2094","LOC105669376","gene4063","protein SMG9",1981.85714285714
"10334","LOC105677615","gene11589","alpha-tocopherol transfer protein-like",1235.66666666667
"10301","LOC105677582","gene11582","tRNA selenocysteine 1-associated protein 1",1382
"10165","LOC105677446","gene11585","uncharacterized LOC105677446",1049
"10162","LOC105677443","gene11584","stress-associated endoplasmic reticulum protein 2",1173
"998","LOC105668280","gene3213","DNA-directed RNA polymerase III subunit RPC3",3664
"2598","LOC105669880","gene4431","metaxin-1",1347
"543","LOC105667825","gene2584","macrophage erythroblast attacher",1636
"1332","LOC105668614","gene3374","putative tricarboxylate transport protein, mitochondrial",2095
"10086","LOC105677367","gene11367","uncharacterized LOC105677367",729
"6371","LOC105673653","gene7976","sodium-coupled monocarboxylate transporter 1-like",2123
"5083","LOC105672365","gene6832","uncharacterized LOC105672365",396
"5124","LOC105672406","gene6833","RCC1 and BTB domain-containing protein 1-like",2134
"5106","LOC105672388","gene6837","THAP domain-containing protein 2-like",813.333333333333
"2506","LOC105669788","gene4413","protein anon-73B1",928
"8925","LOC105676206","gene10180","U6 snRNA-associated Sm-like protein LSm6",445
"8896","LOC105676177","gene10181","monoacylglycerol lipase ABHD12",1899.625
"8825","LOC105676106","gene10189","uncharacterized LOC105676106",1410
"6383","LOC105673665","gene7973","proteasome subunit beta type-6",1038
"8555","LOC105675836","gene9954","glycine cleavage system H protein, mitochondrial",1802
"8590","LOC105675871","gene9952","",206.090909090909
"8596","LOC105675877","gene9958","nuclear transcription factor Y subunit C-7",3201
"8581","LOC105675862","gene9959","lipase 3-like",1575
"5073","LOC105672355","gene6789","vesicle transport protein SFT2C",971
"1412","LOC105668694","gene373","uncharacterized LOC105668694",1420
"6258","LOC105673540","gene7874","leucine-rich repeat-containing protein 47-like",1945.5
"3765","LOC105671047","gene5597","immunoglobulin-binding protein 1b",1724
"2718","LOC105670000","gene504","uncharacterized LOC105670000",734
"7406","LOC105674687","gene8927","transcription initiation factor TFIID subunit 12",869
"8421","LOC105675702","gene9821","iron-sulfur protein NUBPL",999
"12131","LOC105679412","gene1461","integrin alpha-9-like",3590
"3631","LOC105670913","gene591","uncharacterized LOC105670913",290
"6345","LOC105673627","gene7928","solute carrier family 22 member 8-like",4114
"1483","LOC105668765","gene3423","ubiquitin-fold modifier-conjugating enzyme 1",781
"15","LOC105667297","gene2204","protein LTV1 homolog",1768
"18","LOC105667300","gene2202","ADP-ribosylation factor-like protein 6",1219.5
"4226","LOC105671508","gene5929","uncharacterized LOC105671508",709
"934","LOC105668216","gene3007","max-like protein X",3672
"4017","LOC105671299","gene5921","beta-catenin-like protein 1",2116.5
"4015","LOC105671297","gene5926","adenylyl cyclase-associated protein 1",3286.5
"3120","LOC105670402","gene5025","myotrophin-like",1330
"3128","LOC105670410","gene5020","aarF domain-containing protein kinase 4",2250
"11618","LOC105678899","gene12609","40S ribosomal protein S12",536
"11616","LOC105678897","gene12608","transcriptional regulator ERG-like",2652
"11375","LOC105678656","gene12607","ER membrane protein complex subunit 7",1104
"11566","LOC105678847","gene12606","RNA-binding protein 42",1374
"11572","LOC105678853","gene12601","uncharacterized LOC105678853",1762
"2120","LOC105669402","gene4105","uncharacterized LOC105669402",667
"5824","LOC105673106","gene7631","sm-like protein LSM3A",453
"6374","LOC105673656","gene7977","GPI transamidase component PIG-S",2546.5
"5828","LOC105673110","gene7632","sperm flagellar protein 1",831
"6450","LOC105673732","gene8115","transmembrane protein 43 homolog",1156
"5827","LOC105673109","gene7634","5-methylcytosine rRNA methyltransferase NSUN4",1843
"6513","LOC105673795","gene8117","metallo-beta-lactamase domain-containing protein 1",1929.5
"11831","LOC105679112","gene12932","uncharacterized LOC105679112",2046
"2652","LOC105669934","gene4566","isochorismatase domain-containing protein 2, mitochondrial-like",965
"5577","LOC105672859","gene7271","aprataxin",1870
"5594","LOC105672876","gene7275","lysophospholipase-like protein 1",969
"5593","LOC105672875","gene7277","RRP15-like protein",1114
"1448","LOC105668730","gene42","serine/threonine-protein kinase RIO2",1921.75
"3911","LOC105671193","gene6001","general transcription factor 3C polypeptide 5",2213
"4069","LOC105671351","gene6005","testis-expressed sequence 9 protein",2460
"4072","LOC105671354","gene6007","mitochondrial import receptor subunit TOM7 homolog",476
"4068","LOC105671350","gene6009","chitobiosyldiphosphodolichol beta-mannosyltransferase-like",2681
"4070","LOC105671352","gene6008","DNA-directed RNA polymerases I, II, and III subunit RPABC2",609
"720","LOC105668002","gene2838","28 kDa heat- and acid-stable phosphoprotein",881
"715","LOC105667997","gene2835","complex III assembly factor LYRM7",836
"712","LOC105667994","gene2836","uncharacterized protein C7orf50 homolog",993.5
"9826","LOC105677107","gene11121","nitric oxide synthase-interacting protein homolog",1098
"6388","LOC105673670","gene7970","borealin-like",1212
"9834","LOC105677115","gene11125","facilitated trehalose transporter Tret1-like",1461.5
"11641","LOC105678922","gene12769","uncharacterized LOC105678922",1653
"9835","LOC105677116","gene11126","uncharacterized LOC105677116",1454
"6366","LOC105673648","gene7971","putative nuclease HARBI1",1082
"6073","LOC105673355","gene7660","protein FAM173B",978.5
"9819","LOC105677100","gene11113","uncharacterized LOC105677100",2029
"9827","LOC105677108","gene11115","uncharacterized LOC105677108",1383
"9842","LOC105677123","gene11117","glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",1924
"12531","LOC105679812","gene1846","1-phosphatidylinositol 3-phosphate 5-kinase",7290
"8991","LOC105676272","gene10524","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",612
"8968","LOC105676249","gene10579","lysM and putative peptidoglycan-binding domain-containing protein 2",1860
"8982","LOC105676263","gene10572","uncharacterized LOC105676263",2066
"6310","LOC105673592","gene7830","uncharacterized LOC105673592",3231
"5040","LOC105672322","gene6648","transcription elongation factor B polypeptide 1",1321.25
"9549","LOC105676830","gene10795","probable RNA polymerase II nuclear localization protein SLC7A6OS",1541
"6352","LOC105673634","gene7836","tubulin-specific chaperone C",1491
"10899","LOC105678180","gene123","uncharacterized LOC105678180",1404
"6340","LOC105673622","gene7834","regulator of microtubule dynamics protein 1-like",2352
"5231","LOC105672513","gene7062","RCC1 domain-containing protein 1",1229
"4400","LOC105671682","gene6254","uncharacterized LOC105671682",1199
"4405","LOC105671687","gene6257","plastin-2",4915
"4347","LOC105671629","gene6250","uncharacterized LOC105671629",953
"4348","LOC105671630","gene6251","uncharacterized LOC105671630",944
"10816","LOC105678097","gene12030","F-box only protein 36-like",539
"10815","LOC105678096","gene12031","uncharacterized LOC105678096",1356
"10843","LOC105678124","gene12038","putative uncharacterized protein DDB_G0282133",2713
"284","LOC105667566","gene2431","histone deacetylase complex subunit SAP30 homolog",2676
"226","LOC105667508","gene2388","high mobility group B protein 6",1460
"224","LOC105667506","gene2389","hydroxyacylglutathione hydrolase, mitochondrial-like",1729.8
"225","LOC105667507","gene2387","E3 ubiquitin-protein ligase RFWD3-like",1952
"1763","LOC105669045","gene3766","putative proline--tRNA ligase YHR020W",819
"4695","LOC105671977","gene6541","OCIA domain-containing protein 1",1060
"2130","LOC105669412","gene4082","RUS1 family protein C16orf58 homolog",2421
"2133","LOC105669415","gene4081","RWD domain-containing protein 4",753
"2111","LOC105669393","gene4087","ribosome-releasing factor 2, mitochondrial",2954.75
"2131","LOC105669413","gene4084","syntaxin-8",1134
"11845","LOC105679126","gene12984","dehydrodolichyl diphosphate syntase complex subunit DHDDS",2490
"10319","LOC105677600","gene11562","WD repeat domain phosphoinositide-interacting protein 4-like",1558
"10245","LOC105677526","gene11569","uncharacterized LOC105677526",1116
"12428","LOC105679709","gene1919","AP-3 complex subunit mu-1",1438
"408","LOC105667690","gene2548","synembryn",4676
"3794","LOC105671076","gene5686","probable phosphomevalonate kinase",782
"3795","LOC105671077","gene5687","60S ribosomal protein L29-1",353
"3823","LOC105671105","gene5684","heme oxygenase",1269
"3822","LOC105671104","gene5685","m7GpppN-mRNA hydrolase",2252
"10037","LOC105677318","gene11305","RCC1 and BTB domain-containing protein 1-like",1973.5
